先手: 神崎 健二七段
後手: 豊川 孝弘六段
手数 6: 相掛かりの出だしになった。
手数 31: １１時の局面。消費時間は神崎１４分、豊川１３分。
手数 45: ここで豊川が９分考えて昼食休憩に入った。消費時間は神崎２２分、豊川１時間２７分。
手数 51: １４時３０分の局面。消費時間は神崎１時間３４分、豊川１時間３７分。
手数 54: １５時５０分の局面。消費時間は神崎１時間３５分、豊川２時間２１分。
手数 58: １７時１０分過ぎの局面。消費時間は神崎２時間５６分、豊川２時間５２分。
手数 68: ここで神崎が３３分考えて夕食休憩に入った。消費時間は神崎３時間４４分、豊川３時間４分。
手数 78: ２０時１０分の局面。消費時間は神崎４時間７分、豊川３時間２８分。
手数 90: ２１時３０分の局面。消費時間は神崎５時間３分、豊川３時間５６分。
手数 122: ここで神崎の投了となった。消費時間は神崎５時間３９分、豊川４時間２４分。勝った豊川は５勝２敗、敗れた神崎は３勝４敗となった。
